row,col,x,y,land surface temperature,B2_blue,B3_green,B4_red,B5_NIR,B6_SWIR1,B7_SWIR2,B8_pan,B9_cirrus,NDVI,EVI,NDWI
888,1018,621645.0,3354045.0,323.17548,0.3170127,0.30736068,0.3506486,0.6758935,0.30053598,0.15772462,0.18330005,0.0011114483,0.3168354,0.57988733,-0.3748093
1206,1477,635415.0,3344505.0,313.16068,0.20007664,0.15860209,0.09150571,0.78347,0.21025518,0.05176656,0.066731356,0.001267051,0.7908383,2.0793958,-0.66329104
1577,551,607635.0,3333375.0,320.87512,0.21481797,0.17925163,0.14380227,0.6531966,0.32026908,0.14844306,0.087515436,0.001244822,0.63914055,1.4073602,-0.5693387
743,505,606255.0,3358395.0,317.77158,0.23429756,0.21060616,0.19715178,0.6737291,0.30100396,0.16271639,0.08422555,0.0010447614,0.54723597,1.0837134,-0.5236961
131,1618,639645.0,3376755.0,322.1569,0.25132027,0.24090774,0.22920829,0.75457233,0.4802006,0.22558147,0.11070024,0.0015337986,0.5340256,1.0550156,-0.5159969
130,355,601755.0,3376785.0,318.3492,0.32818568,0.3194111,0.33005762,0.76679826,0.4034522,0.25806695,0.07906843,0.0011114483,0.39817503,0.84919345,-0.41187933
559,1144,625425.0,3363915.0,320.68372,0.24687447,0.20200707,0.1798366,0.5766821,0.23915285,0.10905489,0.083647594,0.0011781352,0.52456796,1.2337525,-0.48116124
33,1518,636645.0,3379695.0,323.93768,0.31139696,0.33093506,0.38498655,0.87870353,0.600978,0.34101608,0.14524406,0.001267051,0.39069468,0.6660525,-0.45283648
313,1518,636645.0,3371295.0,316.77008,0.2720868,0.27588913,0.24336463,1.0,0.43437773,0.19660582,0.11012229,0.0013781958,0.6085386,1.3325392,-0.56753427
69,940,619305.0,3378615.0,318.02792,0.22850634,0.18878669,0.15286936,0.63652486,0.3155113,0.15070495,0.075889684,0.00086692965,0.612692,1.4395479,-0.54250807
310,877,617415.0,3371385.0,318.20566,0.2593929,0.22447002,0.20054464,0.6235969,0.2912544,0.1455572,0.09720726,0.0010447614,0.51332474,1.1999193,-0.47063136
472,1110,624405.0,3366525.0,323.35663,0.2634292,0.256819,0.2595684,0.7713026,0.45317486,0.21961476,0.11056687,0.0011781352,0.49640957,0.9455589,-0.5004112
552,1698,642045.0,3364125.0,320.03772,0.23423907,0.22411904,0.18369743,0.8118412,0.3540415,0.14559619,0.09356172,0.00086692965,0.63095874,1.3569953,-0.5673212
140,1652,640665.0,3376485.0,320.99136,0.2440666,0.2098457,0.17878366,0.78370404,0.37116167,0.1736749,0.077845834,0.0012225931,0.62849677,1.4741118,-0.57758385
574,29,591975.0,3363465.0,322.1945,0.23049523,0.19568935,0.15719815,0.5916574,0.29445225,0.149925,0.11903611,0.00128928,0.5801643,1.3473575,-0.5029145
446,785,614655.0,3367305.0,318.96106,0.23891886,0.19738577,0.17901763,0.5903705,0.24313064,0.121456325,0.104920715,0.0009780745,0.5346494,1.178547,-0.49886584
526,779,614475.0,3364905.0,312.64795,0.1925305,0.14403626,0.081619665,0.6417311,0.19305699,0.051571567,0.065175325,0.0011114483,0.7743289,2.0368567,-0.633387
791,851,616635.0,3356955.0,309.91354,0.20276752,0.16819564,0.103673145,0.7386026,0.16821513,0.035777304,0.07775692,0.0012003641,0.7538261,1.8899294,-0.629034
867,1247,628515.0,3354675.0,321.9484,0.43073142,0.44500473,0.48361295,0.7631715,0.47263497,0.35431448,0.20432864,0.0013781958,0.22422363,0.48725194,-0.26334465
832,1639,640275.0,3355725.0,316.61627,0.24786893,0.23669596,0.22014122,0.7527589,0.46198845,0.20986521,0.104920715,0.0009780745,0.5474536,1.0962917,-0.52156293
860,1662,640965.0,3354885.0,319.93176,0.25547358,0.22470401,0.20832478,0.54749197,0.2616548,0.1410724,0.09729618,0.0011781352,0.4487426,0.962025,-0.41801298
1608,1408,633345.0,3332445.0,327.78296,0.26214224,0.22850634,0.23406357,0.53953636,0.4826185,0.29211238,0.10734367,0.0010892192,0.3948718,0.78098,-0.4049645
427,1228,627945.0,3367875.0,319.33362,0.23809987,0.20183156,0.15251838,0.81540954,0.30244687,0.118492454,0.1138123,0.0013337379,0.6848559,1.7541059,-0.6031785
1513,71,593235.0,3335295.0,321.13834,0.2531922,0.23195767,0.21505196,0.60903114,0.29027945,0.16185842,0.13284029,0.0016671724,0.47808188,0.98455256,-0.44836918
1579,1219,627675.0,3333315.0,320.60168,0.2293838,0.19235502,0.15795861,0.5559156,0.32662576,0.16560225,0.08037994,0.0012225931,0.5574609,1.2701478,-0.48586774
443,1605,639255.0,3367395.0,319.05676,0.26512563,0.24003029,0.22558147,0.8912804,0.38972482,0.17047702,0.10363144,0.0013559669,0.5960441,1.324693,-0.5756598
267,790,614805.0,3372675.0,321.78433,0.21078166,0.16527076,0.11806348,0.64424646,0.23626696,0.076881394,0.07995759,0.0010892192,0.69024813,1.7044799,-0.5916807
1525,1046,622485.0,3334935.0,319.62073,0.23973781,0.23242566,0.19925769,0.8475245,0.3668719,0.14887203,0.10423162,0.0013559669,0.6192948,1.3017018,-0.5695622
397,910,618405.0,3368775.0,322.62857,0.26851845,0.23283513,0.21487646,0.55269825,0.25787196,0.13709459,0.084781274,0.0012225931,0.4401158,1.0199088,-0.4071923
296,917,618615.0,3371805.0,318.27402,0.22353405,0.18545233,0.13602214,0.7379591,0.2809979,0.12960693,0.09031629,0.0008891586,0.6887298,1.7147508,-0.59833217
729,1479,635475.0,3358815.0,320.76233,0.5013961,0.54983187,0.6229535,0.9437525,0.5160399,0.3709277,0.15640299,0.0013337379,0.20476022,0.41748905,-0.26374182
780,1296,629985.0,3357285.0,318.12363,0.23926984,0.21142514,0.17076951,0.82751846,0.3518186,0.14419225,0.1009195,0.00093361654,0.65787524,1.5524341,-0.59299976
802,1719,642675.0,3356625.0,319.11145,0.64342755,0.76053905,0.9450979,1.0,0.8379309,0.66665095,0.32180873,0.0008891586,0.028225867,0.048246372,-0.1360157
211,552,607665.0,3374355.0,313.67337,0.21715787,0.17480582,0.1305234,0.50133765,0.23634496,0.10336116,0.07977975,0.0011114483,0.5868605,1.4136081,-0.48293275
1242,1581,638535.0,3343425.0,312.81543,0.19422692,0.14941801,0.093962595,0.78428894,0.2595099,0.081210196,0.06948774,0.0010669903,0.7860235,1.9361547,-0.6799467
1515,1364,632025.0,3335235.0,324.46747,0.30782863,0.3023884,0.37703094,0.8295659,0.5337061,0.29885906,0.1765869,0.0014671116,0.37505066,0.6345003,-0.46572325
316,1574,638325.0,3371205.0,324.1872,0.31595975,0.3188846,0.3164862,0.6045268,0.3171102,0.22125268,0.1087441,0.0010447614,0.31274325,0.63515246,-0.30933362
485,976,620385.0,3366135.0,319.09094,0.30730218,0.2749532,0.23739792,0.8619149,0.33177352,0.121963285,0.08184705,0.0010892192,0.5680976,1.5906621,-0.5162971
1375,1634,640125.0,3339435.0,322.37906,0.235526,0.20697933,0.19106807,0.5838188,0.39155775,0.18915717,0.095851295,0.00128928,0.50684917,1.0187745,-0.47653055
924,1679,641475.0,3352965.0,320.81702,0.23657896,0.21288757,0.19206253,0.7108749,0.40173626,0.1903661,0.08102458,0.0010669903,0.57458293,1.19113,-0.53908587
19,1290,629805.0,3380115.0,324.35126,0.27688357,0.27202833,0.26331222,0.7954035,0.45442283,0.23022227,0.12472672,0.0014448827,0.50258183,1.0243161,-0.4903125
1034,686,611685.0,3349665.0,317.80576,0.26898643,0.24593852,0.2550056,0.6906933,0.34659284,0.16369134,0.07113269,0.0013115089,0.46070448,0.905172,-0.4748448
857,763,613995.0,3354975.0,315.63873,0.24769345,0.21897128,0.19241351,0.6133599,0.23876286,0.112603724,0.15998186,0.0009780745,0.5224129,1.1562681,-0.4738362
491,1190,626805.0,3365955.0,320.4513,0.2606798,0.21750885,0.18814321,0.5757462,0.1909511,0.08682593,0.110789165,0.001267051,0.50740725,1.2928602,-0.45160422
1426,1229,627975.0,3337905.0,324.5495,0.27828753,0.27477768,0.3154333,0.7797262,0.48831224,0.24281865,0.1272386,0.0012225931,0.42395002,0.73224485,-0.47884932
242,1691,641835.0,3373425.0,318.37314,0.23418055,0.22821385,0.1667332,0.80663496,0.33294347,0.12434218,0.09171671,0.0010892192,0.6574098,1.5225894,-0.5589426
892,584,608625.0,3353925.0,316.02496,0.26050434,0.23950383,0.23751491,0.7152037,0.38835987,0.25830093,0.08575935,0.0012003641,0.50139546,1.0064993,-0.49826765
622,1759,643875.0,3362025.0,317.6212,0.23535052,0.23271812,0.18884517,0.9720067,0.36535096,0.13218082,0.10223101,0.0010669903,0.6746438,1.4611781,-0.61365765
257,395,602955.0,3372975.0,317.34433,0.2886415,0.27126783,0.27056587,0.7677927,0.36835384,0.21193211,0.11607966,0.001267051,0.4788585,1.0136096,-0.4778594
1583,1622,639765.0,3333195.0,318.14072,0.22563995,0.19516289,0.17258294,0.5962787,0.37361857,0.1730899,0.088804714,0.00093361654,0.55106896,1.1274781,-0.5068167
914,1059,622875.0,3353265.0,320.089,0.27185282,0.24318916,0.21119113,0.6038833,0.3240519,0.17628777,0.09842986,0.0013115089,0.48178694,1.1797745,-0.42581263
1199,220,597705.0,3344715.0,315.48492,0.2378659,0.20697933,0.1668502,0.5639882,0.25947088,0.13756257,0.13657476,0.0010447614,0.5434005,1.2710935,-0.463066
9,896,617985.0,3380415.0,321.04263,0.27056587,0.24699146,0.23605248,0.67934483,0.37151268,0.19266699,0.10658789,0.0012003641,0.48426226,1.0392108,-0.4667348
1094,842,616365.0,3347865.0,319.4635,0.44108543,0.4116028,0.45775715,0.84968895,0.37155166,0.28341576,0.082002655,0.0010892192,0.29976898,0.76068336,-0.34733135
1578,1767,644115.0,3333345.0,319.66174,0.22470401,0.19048311,0.17258294,0.6131844,0.39690048,0.19847772,0.085381456,0.0013781958,0.56072766,1.1433479,-0.5259654
916,495,605955.0,3353205.0,317.587,0.20428845,0.15842658,0.10653951,0.4994657,0.20538041,0.084525034,0.08006873,0.0015115696,0.6483875,1.6195412,-0.5183814
327,990,620805.0,3370875.0,320.0548,0.22979327,0.20200707,0.1668502,0.70473266,0.33941716,0.15160191,0.11985858,0.0007780138,0.6171329,1.3688188,-0.5544321
981,477,605415.0,3351255.0,316.16852,0.22587395,0.1860373,0.14701962,0.5267255,0.26649058,0.1327658,0.07875723,0.0011114483,0.5635749,1.3280354,-0.47798255
1528,1197,627015.0,3334845.0,326.34396,0.29419878,0.27998394,0.3211075,0.73205084,0.5592889,0.31948912,0.12732752,0.0011559061,0.3902009,0.70744705,-0.44669107
681,919,618675.0,3360255.0,321.00845,0.26436517,0.2162804,0.14772159,0.5930613,0.20198756,0.08308211,0.095451176,0.0010003034,0.6011744,2.2417085,-0.46553996
1472,1141,625335.0,3336525.0,321.40494,0.2913324,0.26518413,0.24810292,0.762528,0.38434306,0.21524693,0.14184302,0.0011114483,0.5090138,1.2062652,-0.48393306
1662,1013,621495.0,3330825.0,326.43625,0.3044943,0.29753312,0.3302916,0.80564046,0.60140693,0.3344644,0.13392952,0.0014004247,0.4184659,0.7903077,-0.4605869
652,1034,622125.0,3361125.0,322.3278,0.6374023,0.75457233,0.824886,0.9746391,0.60019803,0.39233768,0.26732552,0.0012003641,0.08321812,0.1746646,-0.12726425
1289,537,607215.0,3342015.0,320.53333,0.22213013,0.17147149,0.12648709,0.5714174,0.18537435,0.076608405,0.08473682,0.0013781958,0.63752323,1.674272,-0.5383657
1564,1197,627015.0,3333765.0,325.134,0.28267482,0.267407,0.27483618,0.7481961,0.4910811,0.2613818,0.15458022,0.0010447614,0.46270284,0.9265928,-0.4734026
1105,1721,642735.0,3347535.0,316.1822,0.20703782,0.1713545,0.11636706,0.6294466,0.257248,0.08670893,0.08002427,0.001244822,0.6879461,1.655383,-0.5720423
27,148,595545.0,3379875.0,313.32474,0.21230258,0.17176397,0.11935041,0.53743047,0.2251135,0.10406312,0.082825124,0.0009558455,0.6365594,1.5806104,-0.51560825
472,189,596775.0,3366525.0,316.85553,0.23353711,0.20376198,0.16105898,0.5800165,0.27776104,0.13994145,0.08138024,0.0012003641,0.56533724,1.3177382,-0.48005208
787,1219,627675.0,3357075.0,321.99966,0.35509443,0.3793708,0.36691087,0.93954074,0.4546178,0.27460217,0.37955958,0.00128928,0.4383093,0.9687217,-0.4247214
823,94,593925.0,3355995.0,320.24963,0.28150484,0.25623405,0.24365713,0.58399427,0.41051084,0.24898037,0.116524234,0.0011781352,0.41120836,0.9103325,-0.3900847
397,970,620205.0,3368775.0,321.7809,0.25711152,0.22417752,0.2271609,0.55924994,0.278541,0.15101695,0.110322356,0.0012225931,0.42228442,0.83533585,-0.4277006
244,863,616995.0,3373365.0,317.3956,0.21271206,0.16766916,0.11935041,0.5329847,0.21961476,0.09708245,0.083069645,0.0014004247,0.6340825,1.5817835,-0.5213923
1046,9,591375.0,3349305.0,321.9279,0.33637533,0.3347374,0.34345347,0.7495415,0.48172155,0.29519323,0.12999499,0.0012003641,0.371537,0.7885527,-0.3825622
68,245,598455.0,3378645.0,316.55817,0.24359863,0.21294606,0.20329401,0.6159923,0.38847688,0.20584838,0.09231689,0.0010669903,0.503729,1.0227795,-0.4862198
1074,1508,636345.0,3348465.0,325.06223,0.38124272,0.40370566,0.43681514,0.68273765,0.4353917,0.29683116,0.12039208,0.0013115089,0.21966137,0.42567533,-0.2568307
1085,133,595095.0,3348135.0,319.43616,0.21856178,0.18527685,0.14228135,0.6240064,0.30330485,0.13873251,0.078090355,0.0014448827,0.6286477,1.4363024,-0.5421211
1242,106,594285.0,3343425.0,320.30432,0.24283816,0.22382654,0.20101261,0.7398895,0.3882429,0.18280047,0.09582907,0.0013781958,0.5727236,1.197846,-0.5354928
892,748,613545.0,3353925.0,315.5738,0.20510742,0.15936255,0.110224836,0.5245026,0.21723585,0.08865884,0.0686875,0.0010447614,0.65268606,1.5994145,-0.5339357
826,397,603015.0,3355905.0,316.6949,0.27407572,0.24716696,0.21704087,0.69876593,0.35528943,0.2270634,0.08909369,0.0010447614,0.5260117,1.2738076,-0.47741124
695,887,617715.0,3359835.0,314.13138,0.20709632,0.16298938,0.11057582,0.58557373,0.20245555,0.076257415,0.0759786,0.0010447614,0.68232167,1.7066457,-0.56452733
68,1023,621795.0,3378645.0,321.52115,0.27729306,0.24523656,0.23453154,0.6269898,0.22558147,0.113851674,0.09098315,0.0010669903,0.45554098,1.0279361,-0.43767676
495,1243,628395.0,3365835.0,325.12033,0.27068287,0.24108325,0.22183764,0.6796958,0.4042712,0.20144159,0.15653637,0.0017116303,0.50786597,1.1672907,-0.47634938
350,797,615015.0,3370185.0,319.83264,0.2333031,0.19317397,0.14087741,0.7318169,0.23618898,0.09864238,0.102720045,0.0012003641,0.6771437,1.7857299,-0.58232236
1639,1764,644025.0,3331515.0,318.233,0.22528897,0.1860373,0.1690146,0.62125707,0.34448692,0.16852711,0.082936265,0.0010892192,0.57226205,1.1955516,-0.5391091
1135,1734,643125.0,3346635.0,321.7809,0.25863242,0.22306608,0.16550475,0.5933538,0.3557184,0.1542538,0.121036716,0.00093361654,0.56380606,1.6541258,-0.45355058
1011,1439,634275.0,3350355.0,316.66754,0.25623405,0.23710543,0.20645285,0.7043232,0.35829228,0.17675574,0.09473985,0.0011781352,0.5466441,1.2187352,-0.49628592
987,1607,639315.0,3351075.0,315.79596,0.21610491,0.17901763,0.1321613,0.6083291,0.27768305,0.11100481,0.077267885,0.0010225323,0.6430438,1.5251814,-0.5452636
694,913,618495.0,3359865.0,318.4039,0.23295212,0.18726574,0.1478971,0.60160196,0.19153605,0.07278658,0.10380927,0.0010225323,0.6053441,1.5289774,-0.525229
954,1375,632355.0,3352065.0,321.33658,0.2908644,0.2874131,0.2574625,0.88496274,0.43211585,0.24036177,0.21908867,0.00086692965,0.5492703,1.2567551,-0.50969124
254,373,602295.0,3373065.0,318.43808,0.25465462,0.22985177,0.20247504,0.56937,0.34429193,0.19652781,0.095851295,0.0014893407,0.47534794,1.0490978,-0.424811
1400,962,619965.0,3338685.0,322.3654,0.23511653,0.20130509,0.19785376,0.69712806,0.3691338,0.15710066,0.104387216,0.0011781352,0.5578597,1.1135799,-0.5518752
378,1608,639345.0,3369345.0,315.34137,0.21955624,0.19434391,0.13795255,0.7538704,0.27479717,0.09758943,0.08404772,0.0014893407,0.69062793,1.6469909,-0.59008443
1325,459,604875.0,3340935.0,319.7301,0.24892189,0.21984874,0.18551084,0.64600134,0.24706946,0.13132285,0.087448746,0.0013337379,0.55379885,1.2903923,-0.49217826
847,1171,626235.0,3355275.0,322.4816,0.49899772,0.5380154,0.5625843,0.9145624,0.48858523,0.32506582,0.110477954,0.0014448827,0.23828246,0.5685924,-0.2592267
220,1725,642855.0,3374085.0,321.85953,0.2630782,0.25155425,0.24120024,0.74024045,0.48585534,0.24745946,0.09925233,0.0009780745,0.5084772,1.0273769,-0.4927292
1416,1648,640545.0,3338205.0,319.7472,0.23611099,0.21516895,0.20025215,0.7293015,0.4199874,0.20280653,0.099763595,0.0011336772,0.5691435,1.1402105,-0.54436064
1205,312,600465.0,3344535.0,317.1837,0.2162219,0.17808169,0.13707508,0.5704814,0.26457965,0.11915542,0.07617866,0.0011559061,0.6125396,1.4048507,-0.52420396
1656,1523,636795.0,3331005.0,325.58176,0.21979024,0.18422389,0.15684716,0.5981506,0.35029766,0.16271639,0.08569266,0.0010447614,0.58450955,1.2384937,-0.5290647
239,1182,626565.0,3373515.0,323.98212,0.32947263,0.31683722,0.32245296,0.7280146,0.43063393,0.25221723,0.11016675,0.0014893407,0.38607728,0.8508137,-0.39352697
522,982,620565.0,3365025.0,322.93277,0.2719113,0.22640043,0.19738577,0.5608879,0.2504233,0.16213141,0.1649167,0.0014004247,0.47938114,1.2874298,-0.42486015
1047,286,599685.0,3349275.0,316.10358,0.2074473,0.16831262,0.119233415,0.62745774,0.2590419,0.10152824,0.07711228,0.0012003641,0.6806352,1.6144285,-0.57698196
112,1695,641955.0,3377325.0,327.28394,0.33257297,0.3511751,0.45863464,0.8177494,0.7056881,0.43975952,0.16451657,0.00128928,0.2813532,0.43261418,-0.39914837
1008,708,612345.0,3350445.0,319.1593,0.23429756,0.192706,0.15128992,0.6292712,0.21856178,0.09240267,0.09607359,0.00091138756,0.61235595,1.5324255,-0.53111595
659,1439,634275.0,3360915.0,320.71106,0.2421947,0.23283513,0.18796773,0.72310084,0.36753488,0.15624268,0.09776299,0.00128928,0.58736867,1.293283,-0.5128646
883,295,599955.0,3354195.0,323.6164,0.33491287,0.31835815,0.33748674,0.7104069,0.4032182,0.24866839,0.123326294,0.0011781352,0.35587597,0.76200664,-0.38108677
1120,501,606135.0,3347085.0,321.46646,0.4354112,0.4551833,0.47741225,0.8328417,0.5271934,0.3703817,0.14639996,0.001267051,0.2712676,0.6206288,-0.29320735
693,752,613665.0,3359895.0,313.42728,0.21347253,0.17182247,0.11911642,0.50110364,0.1884552,0.082965106,0.06895425,0.0011336772,0.6158898,1.5534042,-0.48932734
227,503,606195.0,3373875.0,317.27597,0.2011881,0.15854359,0.102854185,0.6154658,0.19742478,0.06674186,0.07411137,0.0010225323,0.7136257,1.7708502,-0.5903316
358,1003,621195.0,3369945.0,319.3883,0.23809987,0.20463943,0.18510135,0.7561518,0.39713445,0.17839368,0.08951604,0.0010669903,0.6066917,1.32064,-0.57401896
1580,1350,631605.0,3333285.0,325.92014,0.2823238,0.25582457,0.27986693,0.633483,0.5045355,0.30400681,0.14304338,0.0016671724,0.38716385,0.7396241,-0.42466572
855,1082,623565.0,3355035.0,325.26047,0.40042984,0.38715094,0.439389,0.7363796,0.4369516,0.30318788,0.2213338,0.0014671116,0.25259274,0.5421557,-0.3108315
387,1360,631905.0,3369075.0,323.1823,0.27910647,0.24266267,0.22037521,0.65038866,0.3061907,0.15639868,0.11892496,0.0009558455,0.49383473,1.2225438,-0.45655382
795,880,617505.0,3356835.0,313.82376,0.2034695,0.16135144,0.103497654,0.7420539,0.20311852,0.055276394,0.08224717,0.0010225323,0.7551949,1.9072343,-0.6427928
767,1764,644025.0,3357675.0,321.35025,0.25582457,0.24950686,0.22657593,0.80675185,0.45067897,0.2163389,0.10496517,0.0011559061,0.5614636,1.1626557,-0.5275649
698,99,594075.0,3359745.0,319.2755,0.28203133,0.2529582,0.22587395,0.6535475,0.38110623,0.2422337,0.096029125,0.0011559061,0.48631242,1.1965489,-0.4419049
616,830,616005.0,3362205.0,314.11087,0.19838023,0.15064645,0.09624399,0.5490714,0.20070063,0.06674186,0.06995455,0.0010892192,0.7017149,1.7725027,-0.569408
1539,740,613305.0,3334515.0,319.9181,0.2595684,0.23242566,0.24377413,0.7254407,0.44053945,0.22620544,0.12372642,0.0010225323,0.49696577,0.9700672,-0.5147013
16,622,609765.0,3380205.0,322.39957,0.26097232,0.24277967,0.22429453,0.70631206,0.28407875,0.14863805,0.11041127,0.0010892192,0.51796055,1.100711,-0.48839578
1466,1286,629685.0,3336705.0,322.93277,0.2506183,0.22797985,0.2186203,0.68180174,0.37993628,0.17145199,0.10151968,0.0013115089,0.51440483,1.0395619,-0.4988251
1171,1351,631635.0,3345555.0,324.48114,0.5448596,0.62757474,0.7483131,1.0,0.7423464,0.54372865,0.293778,0.0013337379,0.14395984,0.26179945,-0.22882222
285,523,606795.0,3372135.0,315.2901,0.19767827,0.15023696,0.0938456,0.53590953,0.19301799,0.06810681,0.07304438,0.0011114483,0.7019616,1.7929378,-0.56208485
1453,1718,642645.0,3337095.0,331.2215,0.24313065,0.20101261,0.20879275,0.36790535,0.4872983,0.33972913,0.09382846,0.0009780745,0.27590278,0.49898455,-0.29335114
1060,321,600735.0,3348885.0,316.46588,0.24541204,0.2119516,0.18907915,0.62886167,0.2725353,0.13861552,0.07864608,0.0010669903,0.5376703,1.1915045,-0.4958414
268,385,602655.0,3372645.0,314.4219,0.21124963,0.16240442,0.115489595,0.53041077,0.21583192,0.08815186,0.07740126,0.0012003641,0.6423919,1.623383,-0.5311754
1488,1736,643185.0,3336045.0,322.60123,0.23061225,0.20469795,0.18785073,0.63705134,0.42560315,0.2036255,0.092717014,0.0009780745,0.54455024,1.0854831,-0.51363677
